,category,title,link
53,sports,Marko no cree en Pérez para pelear el campeonato en 2023 - Car and Driver ,https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vd3d3LmNhcmFuZGRyaXZlci5jb20vZXMvZm9ybXVsYS0xL2E0MjE0MjUyNS9tYXJrby1uby1jcmVlLXBlcmV6LXBhcmEtcGVsZWFyLWNhbXBlb25hdG8tMjAyMy_SAQA?oc=5
54,sports,"Álex Palou, confirmado como piloto reserva de McLaren en 2023 - Marca",https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9tb3Rvci9mb3JtdWxhMS8yMDIyLzEyLzAxLzYzODhiZTA4MjY4ZTNlYmE1MjhiNDVjZC5odG1s0gFNaHR0cHM6Ly9hbXAubWFyY2EuY29tL21vdG9yL2Zvcm11bGExLzIwMjIvMTIvMDEvNjM4OGJlMDgyNjhlM2ViYTUyOGI0NWNkLmh0bWw?oc=5
55,sports,Domenicali: “Fernando Alonso está supermotivado” - AS ,https://news.google.com/__i/rss/rd/articles/CBMiRWh0dHBzOi8vYXMuY29tL21vdG9yL2RvbWVuaWNhbGktZmVybmFuZG8tYWxvbnNvLWVzdGEtc3VwZXJtb3RpdmFkby1uL9IBVGh0dHBzOi8vYXMuY29tL21vdG9yL2RvbWVuaWNhbGktZmVybmFuZG8tYWxvbnNvLWVzdGEtc3VwZXJtb3RpdmFkby1uLz9vdXRwdXRUeXBlPWFtcA?oc=5
56,sports,Leclerc explica por qué sus duelos con Max son más limpios - Car and Driver ,https://news.google.com/__i/rss/rd/articles/CBMibmh0dHBzOi8vd3d3LmNhcmFuZGRyaXZlci5jb20vZXMvZm9ybXVsYS0xL2E0MjEzOTY3Mi9sZWNsZXJjLWV4cGxpY2EtcG9yLXF1ZS1kdWVsb3MtdmVyc3RhcHBlbi1zb24tbWFzLWxpbXBpb3Mv0gEA?oc=5
57,sports,El 'efecto Alonso' transforma a Aston Martin - Marca,https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9tb3Rvci9mb3JtdWxhMS8yMDIyLzExLzI5LzYzODVkOTg0ZTI3MDRlMmUxODhiNDU3NS5odG1s0gFNaHR0cHM6Ly9hbXAubWFyY2EuY29tL21vdG9yL2Zvcm11bGExLzIwMjIvMTEvMjkvNjM4NWQ5ODRlMjcwNGUyZTE4OGI0NTc1Lmh0bWw?oc=5
58,sports,De jefe de estrategia de Mercedes en F1 a piloto de resistencia - Motorsport.com - ES,https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vZXMubW90b3JzcG9ydC5jb20vZjEvbmV3cy9qZWZlLWVzdHJhdGVnaWEtbWVyY2VkZXMtcGlsb3RvLXJlc2lzdGVuY2lhLzEwNDA3MzQzL9IBAA?oc=5
59,sports,Ferrari aclara las teorías sobre su degradación en la F1 2022 - Motorsport.com - ES,https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vZXMubW90b3JzcG9ydC5jb20vZjEvbmV3cy9mZXJyYXJpLWRlZ3JhZGFjaW9uLW5ldW1hdGljb3MtZm9ybXVsYTEtMjAyMi8xMDQwNzE1MC_SAQA?oc=5
60,health,UNAM se suma a la lucha contra el SIDA con iluminación roja de la Rectoría y Biblioteca Central - ContraRéplica,https://news.google.com/__i/rss/rd/articles/CBMiiwFodHRwczovL3d3dy5jb250cmFyZXBsaWNhLm14L25vdGEtVU5BTS1zZS1zdW1hLWEtbGEtbHVjaGEtY29udHJhLWVsLVNJREEtY29uLWlsdW1pbmFjaW9uLXJvamEtZGUtbGEtUmVjdG9yaWEteS1CaWJsaW90ZWNhLUNlbnRyYWwtLTIwMjIyMTI30gGPAWh0dHBzOi8vd3d3LmNvbnRyYXJlcGxpY2EubXgvYW1wL25vdGEtVU5BTS1zZS1zdW1hLWEtbGEtbHVjaGEtY29udHJhLWVsLVNJREEtY29uLWlsdW1pbmFjaW9uLXJvamEtZGUtbGEtUmVjdG9yaWEteS1CaWJsaW90ZWNhLUNlbnRyYWwtLTIwMjIyMTI3?oc=5
61,health,Europa recomienda retirar los fármacos con folcodina para tos - Redacción Médica,https://news.google.com/__i/rss/rd/articles/CBMifmh0dHBzOi8vd3d3LnJlZGFjY2lvbm1lZGljYS5jb20vc2VjY2lvbmVzL2luZHVzdHJpYS9ldXJvcGEtcmVjb21pZW5kYS1yZXRpcmFyLWxvcy1mYXJtYWNvcy1jb24tZm9sY29kaW5hLXBhcmEtbGEtdG9zLXNlY2EtNjY4M9IBfmh0dHBzOi8vYW1wLnJlZGFjY2lvbm1lZGljYS5jb20vc2VjY2lvbmVzL2luZHVzdHJpYS9ldXJvcGEtcmVjb21pZW5kYS1yZXRpcmFyLWxvcy1mYXJtYWNvcy1jb24tZm9sY29kaW5hLXBhcmEtbGEtdG9zLXNlY2EtNjY4Mw?oc=5
62,health,"Covid, gripe, resfriado o bronquiolitis: síntomas y cómo diferenciarlos - Onda Cero",https://news.google.com/__i/rss/rd/articles/CBMikAFodHRwczovL3d3dy5vbmRhY2Vyby5lcy9ub3RpY2lhcy9zb2NpZWRhZC9jb3ZpZC1ncmlwZS1yZXNmcmlhZG8tYnJvbnF1aW9saXRpcy1zaW50b21hcy1jb21vLWRpZmVyZW5jaWFybG9zXzIwMjIxMjA0NjM4YzNmOGNhZDhiYzEwMDAxYzQ2YjVjLmh0bWzSAZABaHR0cHM6Ly9hbXAub25kYWNlcm8uZXMvbm90aWNpYXMvc29jaWVkYWQvY292aWQtZ3JpcGUtcmVzZnJpYWRvLWJyb25xdWlvbGl0aXMtc2ludG9tYXMtY29tby1kaWZlcmVuY2lhcmxvc18yMDIyMTIwNDYzOGMzZjhjYWQ4YmMxMDAwMWM0NmI1Yy5odG1s?oc=5
63,health,Los seis síntomas que pueden alertar de un común tipo de cáncer - 20minutos.es,https://news.google.com/__i/rss/rd/articles/CBMiUWh0dHBzOi8vd3d3LjIwbWludXRvcy5lcy9zYWx1ZC9zaW50b21hcy1wdWVkZW4tYWxlcnRhci1jb211bi10aXBvLWNhbmNlci01MDgyMDUyL9IBAA?oc=5
64,health,Conoce algunos de los remedios que ayudan a tratar enfermedades respiratorias como la bronquiolitis - Antena 3 Noticias,https://news.google.com/__i/rss/rd/articles/CBMipAFodHRwczovL3d3dy5hbnRlbmEzLmNvbS9ub3RpY2lhcy9zYWx1ZC9jb25vY2UtYWxndW5vcy1yZW1lZGlvcy1xdWUtYXl1ZGFuLXRyYXRhci1lbmZlcm1lZGFkZXMtcmVzcGlyYXRvcmlhcy1jb21vLWJyb25xdWlvbGl0aXNfMjAyMjEyMDQ2MzhjOWZkYjFlZWQ1YTAwMDE0ZmE0ZTYuaHRtbNIBpAFodHRwczovL2FtcC5hbnRlbmEzLmNvbS9ub3RpY2lhcy9zYWx1ZC9jb25vY2UtYWxndW5vcy1yZW1lZGlvcy1xdWUtYXl1ZGFuLXRyYXRhci1lbmZlcm1lZGFkZXMtcmVzcGlyYXRvcmlhcy1jb21vLWJyb25xdWlvbGl0aXNfMjAyMjEyMDQ2MzhjOWZkYjFlZWQ1YTAwMDE0ZmE0ZTYuaHRtbA?oc=5
65,health,Cuatro décadas de VIH: el virus ya no mata pero todavía permanece el estigma - laSexta,https://news.google.com/__i/rss/rd/articles/CBMijAFodHRwczovL3d3dy5sYXNleHRhLmNvbS9ub3RpY2lhcy9zb2NpZWRhZC9jdWF0cm8tZGVjYWRhcy12aWgtdmlydXMtbWF0YS1wZXJvLXRvZGF2aWEtcGVybWFuZWNlLWVzdGlnbWFfMjAyMjEyMDQ2MzhjYWJkOTE1OGJmMjAwMDExMTdmZGIuaHRtbNIBjAFodHRwczovL2FtcC5sYXNleHRhLmNvbS9ub3RpY2lhcy9zb2NpZWRhZC9jdWF0cm8tZGVjYWRhcy12aWgtdmlydXMtbWF0YS1wZXJvLXRvZGF2aWEtcGVybWFuZWNlLWVzdGlnbWFfMjAyMjEyMDQ2MzhjYWJkOTE1OGJmMjAwMDExMTdmZGIuaHRtbA?oc=5
66,health,"Estas actividades rejuvenecen tu cerebro 13 años de media, según la ciencia - Business Insider España",https://news.google.com/__i/rss/rd/articles/CBMiYmh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5lcy9lc3Rhcy1hY3RpdmlkYWRlcy1yZWp1dmVuZWNlbi1jZXJlYnJvLTEzLWFub3MtbWVkaWEtY2llbmNpYS0xMDk5NzIx0gEA?oc=5
67,health,Los sorprendentes beneficios para la salud de caminar hacia atrás - Periodismo.com,https://news.google.com/__i/rss/rd/articles/CBMiYmh0dHBzOi8vd3d3LnBlcmlvZGlzbW8uY29tL2xpbmsvbG9zLXNvcnByZW5kZW50ZXMtYmVuZWZpY2lvcy1wYXJhLWxhLXNhbHVkLWRlLWNhbWluYXItaGFjaWEtYXRyYXMv0gEA?oc=5
68,health,Los antidepresivos pueden no mejorar la calidad de vida a largo plazo - MUNDO DEPORTIVO,https://news.google.com/__i/rss/rd/articles/CBMidWh0dHBzOi8vd3d3Lm11bmRvZGVwb3J0aXZvLmNvbS92aWRhZS9zYWx1ZC8yMDIyMTIwNC8xMDAxOTAyNDg3L2FudGlkZXByZXNpdm9zLW1lam9yYXItY2FsaWRhZC12aWRhLXBsYXpvLWFjdC1wYXUuaHRtbNIBf2h0dHBzOi8vd3d3Lm11bmRvZGVwb3J0aXZvLmNvbS92aWRhZS9zYWx1ZC8yMDIyMTIwNC8xMDAxOTAyNDg3L2FudGlkZXByZXNpdm9zLW1lam9yYXItY2FsaWRhZC12aWRhLXBsYXpvLWFjdC1wYXUuaHRtbD9mYWNldD1hbXA?oc=5
69,health,¿La bronquiolitis puede dejar secuelas en la salud infantil? - Ser Padres,https://news.google.com/__i/rss/rd/articles/CBMiKWh0dHBzOi8vd3d3LnNlcnBhZHJlcy5lcy9zYWx1ZC80MzQ3OS5odG1s0gEtaHR0cHM6Ly93d3cuc2VycGFkcmVzLmVzL3NhbHVkLzQzNDc5X2FtcC5odG1s?oc=5
70,health,15 recetas con nueces para aprovechar todos los beneficios de este fruto seco de temporada - Vitónica,https://news.google.com/__i/rss/rd/articles/CBMieGh0dHBzOi8vd3d3LnZpdG9uaWNhLmNvbS9yZWNldGFzLXNhbHVkYWJsZXMvMTUtcmVjZXRhcy1udWVjZXMtcGFyYS1hcHJvdmVjaGFyLXRvZG9zLWJlbmVmaWNpb3MtZXN0ZS1mcnV0by1zZWNvLXRlbXBvcmFkYdIBfGh0dHBzOi8vd3d3LnZpdG9uaWNhLmNvbS9yZWNldGFzLXNhbHVkYWJsZXMvMTUtcmVjZXRhcy1udWVjZXMtcGFyYS1hcHJvdmVjaGFyLXRvZG9zLWJlbmVmaWNpb3MtZXN0ZS1mcnV0by1zZWNvLXRlbXBvcmFkYS9hbXA?oc=5
71,health,¿Es cierto que comer rápido hace que engordemos más? - Deia,https://news.google.com/__i/rss/rd/articles/CBMiSmh0dHBzOi8vd3d3LmRlaWEuZXVzL3NhbHVkLzIwMjIvMTIvMDQvY29tZXItcmFwaWRvLWVuZ29yZGVtb3MtNjI3OTUwMy5odG1s0gFOaHR0cHM6Ly93d3cuZGVpYS5ldXMvc2FsdWQvMjAyMi8xMi8wNC9jb21lci1yYXBpZG8tZW5nb3JkZW1vcy02Mjc5NTAzLmFtcC5odG1s?oc=5
72,health,Coosalud EPS conmemora el Día Mundial de la Lucha Contra el Sida - Caracol Radio,https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vY2FyYWNvbC5jb20uY28vMjAyMi8xMi8wMi9jb29zYWx1ZC1lcHMtY29ubWVtb3JhLWVsLWRpYS1tdW5kaWFsLWRlLWxhLWx1Y2hhLWNvbnRyYS1lbC1zaWRhL9IBdmh0dHBzOi8vY2FyYWNvbC5jb20uY28vYW1wLzIwMjIvMTIvMDIvY29vc2FsdWQtZXBzLWNvbm1lbW9yYS1lbC1kaWEtbXVuZGlhbC1kZS1sYS1sdWNoYS1jb250cmEtZWwtc2lkYS8_b3V0cHV0VHlwZT1hbXA?oc=5
73,health,"Maite Garolera: «Las alteraciones cognitivas provocadas por la COVID-19 son leves, pero su repercusión social y económica es muy importante» - La Voz de Medina Digital",https://news.google.com/__i/rss/rd/articles/CBMiwAFodHRwczovL3d3dy5sYXZvemRlbWVkaW5hZGlnaXRhbC5jb20vd29yZHByZXNzLzIwMjIvMTIvbWFpdGUtZ2Fyb2xlcmEtbGFzLWFsdGVyYWNpb25lcy1jb2duaXRpdmFzLXByb3ZvY2FkYXMtcG9yLWxhLWNvdmlkLTE5LXNvbi1sZXZlcy1wZXJvLXN1LXJlcGVyY3VzaW9uLXNvY2lhbC15LWVjb25vbWljYS1lcy1tdXktaW1wb3J0YW50ZS_SAQA?oc=5
74,health,Todo lo que puede ir mal en el espacio: Peligros de la exploración espacial - La Razón,https://news.google.com/__i/rss/rd/articles/CBMiR2h0dHBzOi8vd3d3LmxhcmF6b24uZXMvY2llbmNpYS8yMDIyMTIwNC9yems1YXcyZWFmZWRkanN4cWh0M3FrcGNmZS5odG1s0gEA?oc=5
75,health,MBST® Resonancia Terapéutica: Nuevas alternativas para el tratamiento de la osteoporosis y la artrosis - La Razón,https://news.google.com/__i/rss/rd/articles/CBMiSmh0dHBzOi8vd3d3LmxhcmF6b24uZXMvbHItY29udGVudC8yMDIyMTIwNC9uNno1cno2YmlqZWNoZ2FyenNvbGlteGhscS5odG1s0gFZaHR0cHM6Ly93d3cubGFyYXpvbi5lcy9sci1jb250ZW50LzIwMjIxMjA0L242ejVyejZiaWplY2hnYXJ6c29saW14aGxxLmh0bWw_b3V0cHV0VHlwZT1hbXA?oc=5
76,health,Qué medicamentos tomar y cuáles no si tengo la gripe - Onda Cero,https://news.google.com/__i/rss/rd/articles/CBMif2h0dHBzOi8vd3d3Lm9uZGFjZXJvLmVzL25vdGljaWFzL3NvY2llZGFkL3F1ZS1tZWRpY2FtZW50b3MtcHVlZG8tdG9tYXItY3VhbGVzLXRlbmdvLWdyaXBlXzIwMjIxMjA0NjM4Yzc3OWQxZWVkNWEwMDAxNGY4ODRjLmh0bWzSAX9odHRwczovL2FtcC5vbmRhY2Vyby5lcy9ub3RpY2lhcy9zb2NpZWRhZC9xdWUtbWVkaWNhbWVudG9zLXB1ZWRvLXRvbWFyLWN1YWxlcy10ZW5nby1ncmlwZV8yMDIyMTIwNDYzOGM3NzlkMWVlZDVhMDAwMTRmODg0Yy5odG1s?oc=5
77,health,VIATRIS: “El 40% de las personas con VIH en el mundo usa un tratamiento nuestro” - La Razón,https://news.google.com/__i/rss/rd/articles/CBMiSmh0dHBzOi8vd3d3LmxhcmF6b24uZXMvbHItY29udGVudC8yMDIyMTIwNC9wczZzNWZsd3d6aGxmbXd2aDY1dzdmbW10ZS5odG1s0gFZaHR0cHM6Ly93d3cubGFyYXpvbi5lcy9sci1jb250ZW50LzIwMjIxMjA0L3BzNnM1Zmx3d3pobGZtd3ZoNjV3N2ZtbXRlLmh0bWw_b3V0cHV0VHlwZT1hbXA?oc=5
78,health,Motivos por los que deberías dejar de tomar café - Qué!,https://news.google.com/__i/rss/rd/articles/CBMiN2h0dHBzOi8vd3d3LnF1ZS5lcy8yMDIyLzEyLzA0L21vdGl2b3MtZGVqYXItdG9tYXItY2FmZS_SAQA?oc=5
79,health,La bronquilotis. Preguntas y respuestas sobre la enfermedad que se extiende entre los niños de Castilla y León - Diario de Castilla y León,https://news.google.com/__i/rss/rd/articles/CBMiqQFodHRwczovL2RpYXJpb2RlY2FzdGlsbGF5bGVvbi5lbG11bmRvLmVzL2FydGljdWxvL2Nhc3RpbGxhLXktbGVvbi9icm9ucXVpbG90aXMtcHJlZ3VudGFzLXJlc3B1ZXN0YXMtZW5mZXJtZWRhZC1xdWUtZXh0aWVuZGUtbmlub3MtY2FzdGlsbGEtbGVvbi8yMDIyMTIwNDEzMDAyODA2MDIwNi5odG1s0gGtAWh0dHBzOi8vZGlhcmlvZGVjYXN0aWxsYXlsZW9uLmVsbXVuZG8uZXMvYXJ0aWN1bG8vY2FzdGlsbGEteS1sZW9uL2Jyb25xdWlsb3Rpcy1wcmVndW50YXMtcmVzcHVlc3Rhcy1lbmZlcm1lZGFkLXF1ZS1leHRpZW5kZS1uaW5vcy1jYXN0aWxsYS1sZW9uLzIwMjIxMjA0MTMwMDI4MDYwMjA2LmFtcC5odG1s?oc=5
80,health,Vicente Roig: «Hemos implantado un protocolo en el Hospital Vinalopó para evitar al máximo la infección quirúrgica» - INFORMACIÓN,https://news.google.com/__i/rss/rd/articles/CBMiYWh0dHBzOi8vd3d3LmluZm9ybWFjaW9uLmVzL2VsY2hlLzIwMjIvMTIvMDQvdmljZW50ZS1yb2lnLWhlbW9zLWltcGxhbnRhZG8tcHJvdG9jb2xvLTc5NDk0OTkyLmh0bWzSAWVodHRwczovL3d3dy5pbmZvcm1hY2lvbi5lcy9lbGNoZS8yMDIyLzEyLzA0L3ZpY2VudGUtcm9pZy1oZW1vcy1pbXBsYW50YWRvLXByb3RvY29sby03OTQ5NDk5Mi5hbXAuaHRtbA?oc=5
81,health,Alimentos para fortalecer las defensas con la llegada del frío - Okdiario,https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vb2tkaWFyaW8uY29tL3NhbHVkL2FsaW1lbnRvcy1mb3J0YWxlY2VyLWRlZmVuc2FzLWxsZWdhZGEtZGVsLWZyaW8tMTAwNzEzODfSAVZodHRwczovL29rZGlhcmlvLmNvbS9zYWx1ZC9hbGltZW50b3MtZm9ydGFsZWNlci1kZWZlbnNhcy1sbGVnYWRhLWRlbC1mcmlvLTEwMDcxMzg3L2FtcA?oc=5
82,health,Los diagnósticos ocultos lastran la eliminación del VIH - La Razón,https://news.google.com/__i/rss/rd/articles/CBMiRWh0dHBzOi8vd3d3LmxhcmF6b24uZXMvc2FsdWQvMjAyMjEyMDQvb2drZWZqa2d1emd2bnBoZmZtMzc1eGRhaWUuaHRtbNIBVGh0dHBzOi8vd3d3LmxhcmF6b24uZXMvc2FsdWQvMjAyMjEyMDQvb2drZWZqa2d1emd2bnBoZmZtMzc1eGRhaWUuaHRtbD9vdXRwdXRUeXBlPWFtcA?oc=5
83,health,BRONQUIOLITIS | Los pediatras aún no respiran - Faro de Vigo,https://news.google.com/__i/rss/rd/articles/CBMiTmh0dHBzOi8vd3d3LmZhcm9kZXZpZ28uZXMvc29jaWVkYWQvMjAyMi8xMi8wNC9wZWRpYXRyYXMtcmVzcGlyYW4tNzk1MjUxMDEuaHRtbNIBAA?oc=5
84,health,“No se puede condenar a un paciente a pasar dolor por el hecho de ser mayor” - Diario de Cádiz,https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vd3d3LmRpYXJpb2RlY2FkaXouZXMvY2FkaXovcHVlZGUtY29uZGVuYXItcGFjaWVudGUtcGFzYXItZG9sb3JfMF8xNzQzNDI3NzE4Lmh0bWzSAVxodHRwczovL3d3dy5kaWFyaW9kZWNhZGl6LmVzL2NhZGl6L3B1ZWRlLWNvbmRlbmFyLXBhY2llbnRlLXBhc2FyLWRvbG9yXzBfMTc0MzQyNzcxOC5hbXAuaHRtbA?oc=5
85,health,Qué es la degeneración macular: la enfermedad que destruye lentamente la visión - El Debate,https://news.google.com/__i/rss/rd/articles/CBMigwFodHRwczovL3d3dy5lbGRlYmF0ZS5jb20vc2FsdWQteS1iaWVuZXN0YXIvc2FsdWQvMjAyMjEyMDQvcXVlLWRlZ2VuZXJhY2lvbi1tYWN1bGFyLWVuZmVybWVkYWQtZGVzdHJ1eWUtbGVudGFtZW50ZS12aXNpb25fNzI1NjUuaHRtbNIBhwFodHRwczovL3d3dy5lbGRlYmF0ZS5jb20vc2FsdWQteS1iaWVuZXN0YXIvc2FsdWQvMjAyMjEyMDQvcXVlLWRlZ2VuZXJhY2lvbi1tYWN1bGFyLWVuZmVybWVkYWQtZGVzdHJ1eWUtbGVudGFtZW50ZS12aXNpb25fNzI1NjVfYW1wLmh0bWw?oc=5
86,health,Sexualidad sana tras el parto - Diario de Ávila,https://news.google.com/__i/rss/rd/articles/CBMibmh0dHBzOi8vd3d3LmRpYXJpb2RlYXZpbGEuZXMvTm90aWNpYS9aM0UwOEEzMDktQkE1Mi1DOEM0LTA2MTQyNkU0RjBEODNCMTEvMjAyMjEyL1NleHVhbGlkYWQtc2FuYS10cmFzLWVsLXBhcnRv0gFyaHR0cHM6Ly93d3cuZGlhcmlvZGVhdmlsYS5lcy9hbXAvbm90aWNpYS96M2UwOGEzMDktYmE1Mi1jOGM0LTA2MTQyNmU0ZjBkODNiMTEvMjAyMjEyL3NleHVhbGlkYWQtc2FuYS10cmFzLWVsLXBhcnRv?oc=5
87,health,La marihuana no te hace ser más creativo - Alimente,https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8vd3d3LmFsaW1lbnRlLmVsY29uZmlkZW5jaWFsLmNvbS9iaWVuZXN0YXIvMjAyMi0xMi0wNC9tYXJpaHVhbmEtY2FubmFiaXMtZHJvZ2FzLWNyZWF0aXZpZGFkLW1pdG9zXzM1MjYyMjkv0gEA?oc=5
88,health,"Las mascarillas quirúrgicas no son inferiores a las FFP2, según un estudio - El Debate",https://news.google.com/__i/rss/rd/articles/CBMigQFodHRwczovL3d3dy5lbGRlYmF0ZS5jb20vc2FsdWQteS1iaWVuZXN0YXIvc2FsdWQvMjAyMjEyMDQvbWFzY2FyaWxsYXMtcXVpcnVyZ2ljYXMtbm8tc29uLWluZmVyaW9yZXMtZmZwMi1zZWd1bi1lc3R1ZGlvXzc2NzI2Lmh0bWzSAYUBaHR0cHM6Ly93d3cuZWxkZWJhdGUuY29tL3NhbHVkLXktYmllbmVzdGFyL3NhbHVkLzIwMjIxMjA0L21hc2NhcmlsbGFzLXF1aXJ1cmdpY2FzLW5vLXNvbi1pbmZlcmlvcmVzLWZmcDItc2VndW4tZXN0dWRpb183NjcyNl9hbXAuaHRtbA?oc=5
89,health,Seis niños mueren en el Reino Unido por un brote de la bacteria “Strep A” - TRT Español,https://news.google.com/__i/rss/rd/articles/CBMihgFodHRwczovL3d3dy50cnQubmV0LnRyL2VzcGFub2wvdmlkYS15LXNhbHVkLzIwMjIvMTIvMDQvc2Vpcy1uaW5vcy1tdWVyZW4tZW4tZWwtcmVpbm8tdW5pZG8tcG9yLXVuLWJyb3RlLWRlLWxhLWJhY3RlcmlhLXN0cmVwLWEtMTkxNDMzN9IBAA?oc=5
90,health,Vivir con síndrome de Marfan: “Llevamos una mochila cargada de pérdidas familiares” - Newtral,https://news.google.com/__i/rss/rd/articles/CBMiM2h0dHBzOi8vd3d3Lm5ld3RyYWwuZXMvc2luZHJvbWUtZGUtbWFyZmFuLzIwMjIxMjAzL9IBAA?oc=5
91,health,"Bill Hansson, experto en olfato: “No compres feromonas para intentar conseguir sexo, no funciona. Mejor trabaja en tu personalidad” - EL PAÍS",https://news.google.com/__i/rss/rd/articles/CBMiqAFodHRwczovL2VscGFpcy5jb20vY2llbmNpYS8yMDIyLTEyLTAzL2JpbGwtaGFuc3Nvbi1leHBlcnRvLWVuLW9sZmF0by1uby1jb21wcmVzLWZlcm9tb25hcy1wYXJhLWludGVudGFyLWNvbnNlZ3Vpci1zZXhvLW5vLWZ1bmNpb25hLW1lam9yLXRyYWJhamEtZW4tdHUtcGVyc29uYWxpZGFkLmh0bWzSAbcBaHR0cHM6Ly9lbHBhaXMuY29tL2NpZW5jaWEvMjAyMi0xMi0wMy9iaWxsLWhhbnNzb24tZXhwZXJ0by1lbi1vbGZhdG8tbm8tY29tcHJlcy1mZXJvbW9uYXMtcGFyYS1pbnRlbnRhci1jb25zZWd1aXItc2V4by1uby1mdW5jaW9uYS1tZWpvci10cmFiYWphLWVuLXR1LXBlcnNvbmFsaWRhZC5odG1sP291dHB1dFR5cGU9YW1w?oc=5
92,health,Los 5 alimentos populares en España relacionados con el alzhéimer: la alerta de una médica de Harvard - EL ESPAÑOL,https://news.google.com/__i/rss/rd/articles/CBMihgFodHRwczovL3d3dy5lbGVzcGFub2wuY29tL2NpZW5jaWEvbnV0cmljaW9uLzIwMjIxMjA0L2FsaW1lbnRvcy1wb3B1bGFyZXMtZXNwYW5hLXJlbGFjaW9uYWRvcy1hbHpoZWltZXItYWxlcnRhLWhhcnZhcmQvNzIyNjc3OTUzXzAuaHRtbNIBigFodHRwczovL3d3dy5lbGVzcGFub2wuY29tL2NpZW5jaWEvbnV0cmljaW9uLzIwMjIxMjA0L2FsaW1lbnRvcy1wb3B1bGFyZXMtZXNwYW5hLXJlbGFjaW9uYWRvcy1hbHpoZWltZXItYWxlcnRhLWhhcnZhcmQvNzIyNjc3OTUzXzAuYW1wLmh0bWw?oc=5
93,health,Mª Carmen Ruiz Cantero: “El dolor es una patología muy incapacitante” - El Periódico,https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vd3d3LmVscGVyaW9kaWNvLmNvbS9lcy9zb2NpZWRhZC8yMDIyMTIwMi9ydWl6LWNhbnRlcm8tZG9sb3ItcGF0b2xvZ2lhLWluY2FwYWNpdGFudGUtNzkzODc0NjjSAWRodHRwczovL2FtcC5lbHBlcmlvZGljby5jb20vZXMvc29jaWVkYWQvMjAyMjEyMDIvcnVpei1jYW50ZXJvLWRvbG9yLXBhdG9sb2dpYS1pbmNhcGFjaXRhbnRlLTc5Mzg3NDY4?oc=5
94,health,¿Qué trastorno se esconde detrás de morderse las uñas? - EL ESPAÑOL,https://news.google.com/__i/rss/rd/articles/CBMiW2h0dHBzOi8vd3d3LmVsZXNwYW5vbC5jb20vbXVqZXIvMjAyMjEyMDQvdHJhc3Rvcm5vLWVzY29uZGUtZGV0cmFzLW1vcmRlcnNlLzcyMjQyNzgzMF8wLmh0bWzSAV9odHRwczovL3d3dy5lbGVzcGFub2wuY29tL211amVyLzIwMjIxMjA0L3RyYXN0b3Juby1lc2NvbmRlLWRldHJhcy1tb3JkZXJzZS83MjI0Mjc4MzBfMC5hbXAuaHRtbA?oc=5
95,health,Cuatro alimentos con fama de saludables que están debilitando tu sistema inmune - EL ESPAÑOL,https://news.google.com/__i/rss/rd/articles/CBMiemh0dHBzOi8vd3d3LmVsZXNwYW5vbC5jb20vY2llbmNpYS9udXRyaWNpb24vMjAyMjEyMDQvYWxpbWVudG9zLWZhbWEtc2FsdWRhYmxlcy1kZWJpbGl0YW5kby1zaXN0ZW1hLWlubXVuZS83MjI5MjgwNjhfMC5odG1s0gF-aHR0cHM6Ly93d3cuZWxlc3Bhbm9sLmNvbS9jaWVuY2lhL251dHJpY2lvbi8yMDIyMTIwNC9hbGltZW50b3MtZmFtYS1zYWx1ZGFibGVzLWRlYmlsaXRhbmRvLXNpc3RlbWEtaW5tdW5lLzcyMjkyODA2OF8wLmFtcC5odG1s?oc=5
96,health,"Hallan virus ""zombie"" que estuvo 48 mil 500 años congelado en Siberia - MSN",https://news.google.com/__i/rss/rd/articles/CBMiiAFodHRwczovL3d3dy5tc24uY29tL2VzLW14L25vdGljaWFzL211bmRvL2hhbGxhbi12aXJ1cy16b21iaWUtcXVlLWVzdHV2by00OC1taWwtNTAwLWElQzMlQjFvcy1jb25nZWxhZG8tZW4tc2liZXJpYS9hci1BQTE0UldRUT9saT1BQWdnWEJO0gEA?oc=5
