index,category,n_doc,title,path,link
46,sports,47,KTM recibe ayuda de la F1 - AS ,./TextClassification/Datos/Raw_data/sports/47.txt,https://news.google.com/__i/rss/rd/articles/CBMiMWh0dHBzOi8vYXMuY29tL21vdG9yL2t0bS1yZWNpYmUtYXl1ZGEtZGUtbGEtZjEtbi_SAUBodHRwczovL2FzLmNvbS9tb3Rvci9rdG0tcmVjaWJlLWF5dWRhLWRlLWxhLWYxLW4vP291dHB1dFR5cGU9YW1w?oc=5
47,sports,48,"""Es el mismo Alonso que con Minardi hace 20 años"" - Marca",./TextClassification/Datos/Raw_data/sports/48.txt,https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9tb3Rvci9mb3JtdWxhMS8yMDIyLzEyLzAzLzYzOGEyNjNiMjI2MDFkNTM0ZjhiNDVmMy5odG1s0gFNaHR0cHM6Ly9hbXAubWFyY2EuY29tL21vdG9yL2Zvcm11bGExLzIwMjIvMTIvMDMvNjM4YTI2M2IyMjYwMWQ1MzRmOGI0NWYzLmh0bWw?oc=5
48,sports,49,Alpine comenzó 2022 “en ruinas” - AS ,./TextClassification/Datos/Raw_data/sports/49.txt,https://news.google.com/__i/rss/rd/articles/CBMiP2h0dHBzOi8vYXMuY29tL21vdG9yL2Zvcm11bGFfMS9hbHBpbmUtY29tZW56by0yMDIyLWVuLXJ1aW5hcy1uL9IBAA?oc=5
49,sports,50,Steiner: “El motor Ferrari de 2023 va a ser una bomba” - Car and Driver ,./TextClassification/Datos/Raw_data/sports/50.txt,https://news.google.com/__i/rss/rd/articles/CBMiWmh0dHBzOi8vd3d3LmNhcmFuZGRyaXZlci5jb20vZXMvZm9ybXVsYS0xL2E0MjE0MjY1My9zdGVpbmVyLW1vdG9yLWZlcnJhcmktMjAyMy1zZXJhLWJvbWJhL9IBAA?oc=5
50,sports,51,Audi crece para la F1 - AS ,./TextClassification/Datos/Raw_data/sports/51.txt,https://news.google.com/__i/rss/rd/articles/CBMiN2h0dHBzOi8vYXMuY29tL21vdG9yL2Zvcm11bGFfMS9hdWRpLWNyZWNlLXBhcmEtbGEtZjEtbi_SAUZodHRwczovL2FzLmNvbS9tb3Rvci9mb3JtdWxhXzEvYXVkaS1jcmVjZS1wYXJhLWxhLWYxLW4vP291dHB1dFR5cGU9YW1w?oc=5
51,sports,52,"Horner: ""Max está muy por encima del resto en la Fórmula 1"" - Marca",./TextClassification/Datos/Raw_data/sports/52.txt,https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9tb3Rvci9mb3JtdWxhMS8yMDIyLzEyLzAzLzYzOGI0OTI4Y2E0NzQxODk3MThiNDVjMS5odG1s0gFNaHR0cHM6Ly9hbXAubWFyY2EuY29tL21vdG9yL2Zvcm11bGExLzIwMjIvMTIvMDMvNjM4YjQ5MjhjYTQ3NDE4OTcxOGI0NWMxLmh0bWw?oc=5
52,sports,53,Ferrari se enreda otra vez - AS ,./TextClassification/Datos/Raw_data/sports/53.txt,https://news.google.com/__i/rss/rd/articles/CBMiPGh0dHBzOi8vYXMuY29tL21vdG9yL2Zvcm11bGFfMS9mZXJyYXJpLXNlLWVucmVkYS1vdHJhLXZlei1uL9IBAA?oc=5
53,sports,54,Marko no cree en Pérez para pelear el campeonato en 2023 - Car and Driver ,./TextClassification/Datos/Raw_data/sports/54.txt,https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vd3d3LmNhcmFuZGRyaXZlci5jb20vZXMvZm9ybXVsYS0xL2E0MjE0MjUyNS9tYXJrby1uby1jcmVlLXBlcmV6LXBhcmEtcGVsZWFyLWNhbXBlb25hdG8tMjAyMy_SAQA?oc=5
54,sports,55,"Álex Palou, confirmado como piloto reserva de McLaren en 2023 - Marca",./TextClassification/Datos/Raw_data/sports/55.txt,https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9tb3Rvci9mb3JtdWxhMS8yMDIyLzEyLzAxLzYzODhiZTA4MjY4ZTNlYmE1MjhiNDVjZC5odG1s0gFNaHR0cHM6Ly9hbXAubWFyY2EuY29tL21vdG9yL2Zvcm11bGExLzIwMjIvMTIvMDEvNjM4OGJlMDgyNjhlM2ViYTUyOGI0NWNkLmh0bWw?oc=5
55,sports,56,Domenicali: “Fernando Alonso está supermotivado” - AS ,./TextClassification/Datos/Raw_data/sports/56.txt,https://news.google.com/__i/rss/rd/articles/CBMiRWh0dHBzOi8vYXMuY29tL21vdG9yL2RvbWVuaWNhbGktZmVybmFuZG8tYWxvbnNvLWVzdGEtc3VwZXJtb3RpdmFkby1uL9IBVGh0dHBzOi8vYXMuY29tL21vdG9yL2RvbWVuaWNhbGktZmVybmFuZG8tYWxvbnNvLWVzdGEtc3VwZXJtb3RpdmFkby1uLz9vdXRwdXRUeXBlPWFtcA?oc=5
56,sports,57,Leclerc explica por qué sus duelos con Max son más limpios - Car and Driver ,./TextClassification/Datos/Raw_data/sports/57.txt,https://news.google.com/__i/rss/rd/articles/CBMibmh0dHBzOi8vd3d3LmNhcmFuZGRyaXZlci5jb20vZXMvZm9ybXVsYS0xL2E0MjEzOTY3Mi9sZWNsZXJjLWV4cGxpY2EtcG9yLXF1ZS1kdWVsb3MtdmVyc3RhcHBlbi1zb24tbWFzLWxpbXBpb3Mv0gEA?oc=5
57,sports,58,El 'efecto Alonso' transforma a Aston Martin - Marca,./TextClassification/Datos/Raw_data/sports/58.txt,https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9tb3Rvci9mb3JtdWxhMS8yMDIyLzExLzI5LzYzODVkOTg0ZTI3MDRlMmUxODhiNDU3NS5odG1s0gFNaHR0cHM6Ly9hbXAubWFyY2EuY29tL21vdG9yL2Zvcm11bGExLzIwMjIvMTEvMjkvNjM4NWQ5ODRlMjcwNGUyZTE4OGI0NTc1Lmh0bWw?oc=5
58,sports,59,De jefe de estrategia de Mercedes en F1 a piloto de resistencia - Motorsport.com - ES,./TextClassification/Datos/Raw_data/sports/59.txt,https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vZXMubW90b3JzcG9ydC5jb20vZjEvbmV3cy9qZWZlLWVzdHJhdGVnaWEtbWVyY2VkZXMtcGlsb3RvLXJlc2lzdGVuY2lhLzEwNDA3MzQzL9IBAA?oc=5
59,sports,60,Ferrari aclara las teorías sobre su degradación en la F1 2022 - Motorsport.com - ES,./TextClassification/Datos/Raw_data/sports/60.txt,https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vZXMubW90b3JzcG9ydC5jb20vZjEvbmV3cy9mZXJyYXJpLWRlZ3JhZGFjaW9uLW5ldW1hdGljb3MtZm9ybXVsYTEtMjAyMi8xMDQwNzE1MC_SAQA?oc=5
60,health,1,UNAM se suma a la lucha contra el SIDA con iluminación roja de la Rectoría y Biblioteca Central - ContraRéplica,./TextClassification/Datos/Raw_data/health/1.txt,https://news.google.com/__i/rss/rd/articles/CBMiiwFodHRwczovL3d3dy5jb250cmFyZXBsaWNhLm14L25vdGEtVU5BTS1zZS1zdW1hLWEtbGEtbHVjaGEtY29udHJhLWVsLVNJREEtY29uLWlsdW1pbmFjaW9uLXJvamEtZGUtbGEtUmVjdG9yaWEteS1CaWJsaW90ZWNhLUNlbnRyYWwtLTIwMjIyMTI30gGPAWh0dHBzOi8vd3d3LmNvbnRyYXJlcGxpY2EubXgvYW1wL25vdGEtVU5BTS1zZS1zdW1hLWEtbGEtbHVjaGEtY29udHJhLWVsLVNJREEtY29uLWlsdW1pbmFjaW9uLXJvamEtZGUtbGEtUmVjdG9yaWEteS1CaWJsaW90ZWNhLUNlbnRyYWwtLTIwMjIyMTI3?oc=5
61,health,2,Europa recomienda retirar los fármacos con folcodina para tos - Redacción Médica,./TextClassification/Datos/Raw_data/health/2.txt,https://news.google.com/__i/rss/rd/articles/CBMifmh0dHBzOi8vd3d3LnJlZGFjY2lvbm1lZGljYS5jb20vc2VjY2lvbmVzL2luZHVzdHJpYS9ldXJvcGEtcmVjb21pZW5kYS1yZXRpcmFyLWxvcy1mYXJtYWNvcy1jb24tZm9sY29kaW5hLXBhcmEtbGEtdG9zLXNlY2EtNjY4M9IBfmh0dHBzOi8vYW1wLnJlZGFjY2lvbm1lZGljYS5jb20vc2VjY2lvbmVzL2luZHVzdHJpYS9ldXJvcGEtcmVjb21pZW5kYS1yZXRpcmFyLWxvcy1mYXJtYWNvcy1jb24tZm9sY29kaW5hLXBhcmEtbGEtdG9zLXNlY2EtNjY4Mw?oc=5
62,health,3,"Covid, gripe, resfriado o bronquiolitis: síntomas y cómo diferenciarlos - Onda Cero",./TextClassification/Datos/Raw_data/health/3.txt,https://news.google.com/__i/rss/rd/articles/CBMikAFodHRwczovL3d3dy5vbmRhY2Vyby5lcy9ub3RpY2lhcy9zb2NpZWRhZC9jb3ZpZC1ncmlwZS1yZXNmcmlhZG8tYnJvbnF1aW9saXRpcy1zaW50b21hcy1jb21vLWRpZmVyZW5jaWFybG9zXzIwMjIxMjA0NjM4YzNmOGNhZDhiYzEwMDAxYzQ2YjVjLmh0bWzSAZABaHR0cHM6Ly9hbXAub25kYWNlcm8uZXMvbm90aWNpYXMvc29jaWVkYWQvY292aWQtZ3JpcGUtcmVzZnJpYWRvLWJyb25xdWlvbGl0aXMtc2ludG9tYXMtY29tby1kaWZlcmVuY2lhcmxvc18yMDIyMTIwNDYzOGMzZjhjYWQ4YmMxMDAwMWM0NmI1Yy5odG1s?oc=5
63,health,4,Los seis síntomas que pueden alertar de un común tipo de cáncer - 20minutos.es,./TextClassification/Datos/Raw_data/health/4.txt,https://news.google.com/__i/rss/rd/articles/CBMiUWh0dHBzOi8vd3d3LjIwbWludXRvcy5lcy9zYWx1ZC9zaW50b21hcy1wdWVkZW4tYWxlcnRhci1jb211bi10aXBvLWNhbmNlci01MDgyMDUyL9IBAA?oc=5
64,health,5,Conoce algunos de los remedios que ayudan a tratar enfermedades respiratorias como la bronquiolitis - Antena 3 Noticias,./TextClassification/Datos/Raw_data/health/5.txt,https://news.google.com/__i/rss/rd/articles/CBMipAFodHRwczovL3d3dy5hbnRlbmEzLmNvbS9ub3RpY2lhcy9zYWx1ZC9jb25vY2UtYWxndW5vcy1yZW1lZGlvcy1xdWUtYXl1ZGFuLXRyYXRhci1lbmZlcm1lZGFkZXMtcmVzcGlyYXRvcmlhcy1jb21vLWJyb25xdWlvbGl0aXNfMjAyMjEyMDQ2MzhjOWZkYjFlZWQ1YTAwMDE0ZmE0ZTYuaHRtbNIBpAFodHRwczovL2FtcC5hbnRlbmEzLmNvbS9ub3RpY2lhcy9zYWx1ZC9jb25vY2UtYWxndW5vcy1yZW1lZGlvcy1xdWUtYXl1ZGFuLXRyYXRhci1lbmZlcm1lZGFkZXMtcmVzcGlyYXRvcmlhcy1jb21vLWJyb25xdWlvbGl0aXNfMjAyMjEyMDQ2MzhjOWZkYjFlZWQ1YTAwMDE0ZmE0ZTYuaHRtbA?oc=5
65,health,6,Cuatro décadas de VIH: el virus ya no mata pero todavía permanece el estigma - laSexta,./TextClassification/Datos/Raw_data/health/6.txt,https://news.google.com/__i/rss/rd/articles/CBMijAFodHRwczovL3d3dy5sYXNleHRhLmNvbS9ub3RpY2lhcy9zb2NpZWRhZC9jdWF0cm8tZGVjYWRhcy12aWgtdmlydXMtbWF0YS1wZXJvLXRvZGF2aWEtcGVybWFuZWNlLWVzdGlnbWFfMjAyMjEyMDQ2MzhjYWJkOTE1OGJmMjAwMDExMTdmZGIuaHRtbNIBjAFodHRwczovL2FtcC5sYXNleHRhLmNvbS9ub3RpY2lhcy9zb2NpZWRhZC9jdWF0cm8tZGVjYWRhcy12aWgtdmlydXMtbWF0YS1wZXJvLXRvZGF2aWEtcGVybWFuZWNlLWVzdGlnbWFfMjAyMjEyMDQ2MzhjYWJkOTE1OGJmMjAwMDExMTdmZGIuaHRtbA?oc=5
66,health,7,"Estas actividades rejuvenecen tu cerebro 13 años de media, según la ciencia - Business Insider España",./TextClassification/Datos/Raw_data/health/7.txt,https://news.google.com/__i/rss/rd/articles/CBMiYmh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5lcy9lc3Rhcy1hY3RpdmlkYWRlcy1yZWp1dmVuZWNlbi1jZXJlYnJvLTEzLWFub3MtbWVkaWEtY2llbmNpYS0xMDk5NzIx0gEA?oc=5
67,health,8,Los sorprendentes beneficios para la salud de caminar hacia atrás - Periodismo.com,./TextClassification/Datos/Raw_data/health/8.txt,https://news.google.com/__i/rss/rd/articles/CBMiYmh0dHBzOi8vd3d3LnBlcmlvZGlzbW8uY29tL2xpbmsvbG9zLXNvcnByZW5kZW50ZXMtYmVuZWZpY2lvcy1wYXJhLWxhLXNhbHVkLWRlLWNhbWluYXItaGFjaWEtYXRyYXMv0gEA?oc=5
68,health,9,Los antidepresivos pueden no mejorar la calidad de vida a largo plazo - MUNDO DEPORTIVO,./TextClassification/Datos/Raw_data/health/9.txt,https://news.google.com/__i/rss/rd/articles/CBMidWh0dHBzOi8vd3d3Lm11bmRvZGVwb3J0aXZvLmNvbS92aWRhZS9zYWx1ZC8yMDIyMTIwNC8xMDAxOTAyNDg3L2FudGlkZXByZXNpdm9zLW1lam9yYXItY2FsaWRhZC12aWRhLXBsYXpvLWFjdC1wYXUuaHRtbNIBf2h0dHBzOi8vd3d3Lm11bmRvZGVwb3J0aXZvLmNvbS92aWRhZS9zYWx1ZC8yMDIyMTIwNC8xMDAxOTAyNDg3L2FudGlkZXByZXNpdm9zLW1lam9yYXItY2FsaWRhZC12aWRhLXBsYXpvLWFjdC1wYXUuaHRtbD9mYWNldD1hbXA?oc=5
69,health,10,¿La bronquiolitis puede dejar secuelas en la salud infantil? - Ser Padres,./TextClassification/Datos/Raw_data/health/10.txt,https://news.google.com/__i/rss/rd/articles/CBMiKWh0dHBzOi8vd3d3LnNlcnBhZHJlcy5lcy9zYWx1ZC80MzQ3OS5odG1s0gEtaHR0cHM6Ly93d3cuc2VycGFkcmVzLmVzL3NhbHVkLzQzNDc5X2FtcC5odG1s?oc=5
70,health,11,15 recetas con nueces para aprovechar todos los beneficios de este fruto seco de temporada - Vitónica,./TextClassification/Datos/Raw_data/health/11.txt,https://news.google.com/__i/rss/rd/articles/CBMieGh0dHBzOi8vd3d3LnZpdG9uaWNhLmNvbS9yZWNldGFzLXNhbHVkYWJsZXMvMTUtcmVjZXRhcy1udWVjZXMtcGFyYS1hcHJvdmVjaGFyLXRvZG9zLWJlbmVmaWNpb3MtZXN0ZS1mcnV0by1zZWNvLXRlbXBvcmFkYdIBfGh0dHBzOi8vd3d3LnZpdG9uaWNhLmNvbS9yZWNldGFzLXNhbHVkYWJsZXMvMTUtcmVjZXRhcy1udWVjZXMtcGFyYS1hcHJvdmVjaGFyLXRvZG9zLWJlbmVmaWNpb3MtZXN0ZS1mcnV0by1zZWNvLXRlbXBvcmFkYS9hbXA?oc=5
71,health,12,¿Es cierto que comer rápido hace que engordemos más? - Deia,./TextClassification/Datos/Raw_data/health/12.txt,https://news.google.com/__i/rss/rd/articles/CBMiSmh0dHBzOi8vd3d3LmRlaWEuZXVzL3NhbHVkLzIwMjIvMTIvMDQvY29tZXItcmFwaWRvLWVuZ29yZGVtb3MtNjI3OTUwMy5odG1s0gFOaHR0cHM6Ly93d3cuZGVpYS5ldXMvc2FsdWQvMjAyMi8xMi8wNC9jb21lci1yYXBpZG8tZW5nb3JkZW1vcy02Mjc5NTAzLmFtcC5odG1s?oc=5
72,health,13,Coosalud EPS conmemora el Día Mundial de la Lucha Contra el Sida - Caracol Radio,./TextClassification/Datos/Raw_data/health/13.txt,https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vY2FyYWNvbC5jb20uY28vMjAyMi8xMi8wMi9jb29zYWx1ZC1lcHMtY29ubWVtb3JhLWVsLWRpYS1tdW5kaWFsLWRlLWxhLWx1Y2hhLWNvbnRyYS1lbC1zaWRhL9IBdmh0dHBzOi8vY2FyYWNvbC5jb20uY28vYW1wLzIwMjIvMTIvMDIvY29vc2FsdWQtZXBzLWNvbm1lbW9yYS1lbC1kaWEtbXVuZGlhbC1kZS1sYS1sdWNoYS1jb250cmEtZWwtc2lkYS8_b3V0cHV0VHlwZT1hbXA?oc=5
73,health,14,"Maite Garolera: «Las alteraciones cognitivas provocadas por la COVID-19 son leves, pero su repercusión social y económica es muy importante» - La Voz de Medina Digital",./TextClassification/Datos/Raw_data/health/14.txt,https://news.google.com/__i/rss/rd/articles/CBMiwAFodHRwczovL3d3dy5sYXZvemRlbWVkaW5hZGlnaXRhbC5jb20vd29yZHByZXNzLzIwMjIvMTIvbWFpdGUtZ2Fyb2xlcmEtbGFzLWFsdGVyYWNpb25lcy1jb2duaXRpdmFzLXByb3ZvY2FkYXMtcG9yLWxhLWNvdmlkLTE5LXNvbi1sZXZlcy1wZXJvLXN1LXJlcGVyY3VzaW9uLXNvY2lhbC15LWVjb25vbWljYS1lcy1tdXktaW1wb3J0YW50ZS_SAQA?oc=5
74,health,15,Todo lo que puede ir mal en el espacio: Peligros de la exploración espacial - La Razón,./TextClassification/Datos/Raw_data/health/15.txt,https://news.google.com/__i/rss/rd/articles/CBMiR2h0dHBzOi8vd3d3LmxhcmF6b24uZXMvY2llbmNpYS8yMDIyMTIwNC9yems1YXcyZWFmZWRkanN4cWh0M3FrcGNmZS5odG1s0gEA?oc=5
75,health,16,MBST® Resonancia Terapéutica: Nuevas alternativas para el tratamiento de la osteoporosis y la artrosis - La Razón,./TextClassification/Datos/Raw_data/health/16.txt,https://news.google.com/__i/rss/rd/articles/CBMiSmh0dHBzOi8vd3d3LmxhcmF6b24uZXMvbHItY29udGVudC8yMDIyMTIwNC9uNno1cno2YmlqZWNoZ2FyenNvbGlteGhscS5odG1s0gFZaHR0cHM6Ly93d3cubGFyYXpvbi5lcy9sci1jb250ZW50LzIwMjIxMjA0L242ejVyejZiaWplY2hnYXJ6c29saW14aGxxLmh0bWw_b3V0cHV0VHlwZT1hbXA?oc=5
76,health,17,Qué medicamentos tomar y cuáles no si tengo la gripe - Onda Cero,./TextClassification/Datos/Raw_data/health/17.txt,https://news.google.com/__i/rss/rd/articles/CBMif2h0dHBzOi8vd3d3Lm9uZGFjZXJvLmVzL25vdGljaWFzL3NvY2llZGFkL3F1ZS1tZWRpY2FtZW50b3MtcHVlZG8tdG9tYXItY3VhbGVzLXRlbmdvLWdyaXBlXzIwMjIxMjA0NjM4Yzc3OWQxZWVkNWEwMDAxNGY4ODRjLmh0bWzSAX9odHRwczovL2FtcC5vbmRhY2Vyby5lcy9ub3RpY2lhcy9zb2NpZWRhZC9xdWUtbWVkaWNhbWVudG9zLXB1ZWRvLXRvbWFyLWN1YWxlcy10ZW5nby1ncmlwZV8yMDIyMTIwNDYzOGM3NzlkMWVlZDVhMDAwMTRmODg0Yy5odG1s?oc=5
77,health,18,VIATRIS: “El 40% de las personas con VIH en el mundo usa un tratamiento nuestro” - La Razón,./TextClassification/Datos/Raw_data/health/18.txt,https://news.google.com/__i/rss/rd/articles/CBMiSmh0dHBzOi8vd3d3LmxhcmF6b24uZXMvbHItY29udGVudC8yMDIyMTIwNC9wczZzNWZsd3d6aGxmbXd2aDY1dzdmbW10ZS5odG1s0gFZaHR0cHM6Ly93d3cubGFyYXpvbi5lcy9sci1jb250ZW50LzIwMjIxMjA0L3BzNnM1Zmx3d3pobGZtd3ZoNjV3N2ZtbXRlLmh0bWw_b3V0cHV0VHlwZT1hbXA?oc=5
78,health,19,Motivos por los que deberías dejar de tomar café - Qué!,./TextClassification/Datos/Raw_data/health/19.txt,https://news.google.com/__i/rss/rd/articles/CBMiN2h0dHBzOi8vd3d3LnF1ZS5lcy8yMDIyLzEyLzA0L21vdGl2b3MtZGVqYXItdG9tYXItY2FmZS_SAQA?oc=5
79,health,20,La bronquilotis. Preguntas y respuestas sobre la enfermedad que se extiende entre los niños de Castilla y León - Diario de Castilla y León,./TextClassification/Datos/Raw_data/health/20.txt,https://news.google.com/__i/rss/rd/articles/CBMiqQFodHRwczovL2RpYXJpb2RlY2FzdGlsbGF5bGVvbi5lbG11bmRvLmVzL2FydGljdWxvL2Nhc3RpbGxhLXktbGVvbi9icm9ucXVpbG90aXMtcHJlZ3VudGFzLXJlc3B1ZXN0YXMtZW5mZXJtZWRhZC1xdWUtZXh0aWVuZGUtbmlub3MtY2FzdGlsbGEtbGVvbi8yMDIyMTIwNDEzMDAyODA2MDIwNi5odG1s0gGtAWh0dHBzOi8vZGlhcmlvZGVjYXN0aWxsYXlsZW9uLmVsbXVuZG8uZXMvYXJ0aWN1bG8vY2FzdGlsbGEteS1sZW9uL2Jyb25xdWlsb3Rpcy1wcmVndW50YXMtcmVzcHVlc3Rhcy1lbmZlcm1lZGFkLXF1ZS1leHRpZW5kZS1uaW5vcy1jYXN0aWxsYS1sZW9uLzIwMjIxMjA0MTMwMDI4MDYwMjA2LmFtcC5odG1s?oc=5
80,health,21,Vicente Roig: «Hemos implantado un protocolo en el Hospital Vinalopó para evitar al máximo la infección quirúrgica» - INFORMACIÓN,./TextClassification/Datos/Raw_data/health/21.txt,https://news.google.com/__i/rss/rd/articles/CBMiYWh0dHBzOi8vd3d3LmluZm9ybWFjaW9uLmVzL2VsY2hlLzIwMjIvMTIvMDQvdmljZW50ZS1yb2lnLWhlbW9zLWltcGxhbnRhZG8tcHJvdG9jb2xvLTc5NDk0OTkyLmh0bWzSAWVodHRwczovL3d3dy5pbmZvcm1hY2lvbi5lcy9lbGNoZS8yMDIyLzEyLzA0L3ZpY2VudGUtcm9pZy1oZW1vcy1pbXBsYW50YWRvLXByb3RvY29sby03OTQ5NDk5Mi5hbXAuaHRtbA?oc=5
81,health,22,Alimentos para fortalecer las defensas con la llegada del frío - Okdiario,./TextClassification/Datos/Raw_data/health/22.txt,https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vb2tkaWFyaW8uY29tL3NhbHVkL2FsaW1lbnRvcy1mb3J0YWxlY2VyLWRlZmVuc2FzLWxsZWdhZGEtZGVsLWZyaW8tMTAwNzEzODfSAVZodHRwczovL29rZGlhcmlvLmNvbS9zYWx1ZC9hbGltZW50b3MtZm9ydGFsZWNlci1kZWZlbnNhcy1sbGVnYWRhLWRlbC1mcmlvLTEwMDcxMzg3L2FtcA?oc=5
82,health,23,Los diagnósticos ocultos lastran la eliminación del VIH - La Razón,./TextClassification/Datos/Raw_data/health/23.txt,https://news.google.com/__i/rss/rd/articles/CBMiRWh0dHBzOi8vd3d3LmxhcmF6b24uZXMvc2FsdWQvMjAyMjEyMDQvb2drZWZqa2d1emd2bnBoZmZtMzc1eGRhaWUuaHRtbNIBVGh0dHBzOi8vd3d3LmxhcmF6b24uZXMvc2FsdWQvMjAyMjEyMDQvb2drZWZqa2d1emd2bnBoZmZtMzc1eGRhaWUuaHRtbD9vdXRwdXRUeXBlPWFtcA?oc=5
83,health,24,BRONQUIOLITIS | Los pediatras aún no respiran - Faro de Vigo,./TextClassification/Datos/Raw_data/health/24.txt,https://news.google.com/__i/rss/rd/articles/CBMiTmh0dHBzOi8vd3d3LmZhcm9kZXZpZ28uZXMvc29jaWVkYWQvMjAyMi8xMi8wNC9wZWRpYXRyYXMtcmVzcGlyYW4tNzk1MjUxMDEuaHRtbNIBAA?oc=5
84,health,25,“No se puede condenar a un paciente a pasar dolor por el hecho de ser mayor” - Diario de Cádiz,./TextClassification/Datos/Raw_data/health/25.txt,https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vd3d3LmRpYXJpb2RlY2FkaXouZXMvY2FkaXovcHVlZGUtY29uZGVuYXItcGFjaWVudGUtcGFzYXItZG9sb3JfMF8xNzQzNDI3NzE4Lmh0bWzSAVxodHRwczovL3d3dy5kaWFyaW9kZWNhZGl6LmVzL2NhZGl6L3B1ZWRlLWNvbmRlbmFyLXBhY2llbnRlLXBhc2FyLWRvbG9yXzBfMTc0MzQyNzcxOC5hbXAuaHRtbA?oc=5
85,health,26,Qué es la degeneración macular: la enfermedad que destruye lentamente la visión - El Debate,./TextClassification/Datos/Raw_data/health/26.txt,https://news.google.com/__i/rss/rd/articles/CBMigwFodHRwczovL3d3dy5lbGRlYmF0ZS5jb20vc2FsdWQteS1iaWVuZXN0YXIvc2FsdWQvMjAyMjEyMDQvcXVlLWRlZ2VuZXJhY2lvbi1tYWN1bGFyLWVuZmVybWVkYWQtZGVzdHJ1eWUtbGVudGFtZW50ZS12aXNpb25fNzI1NjUuaHRtbNIBhwFodHRwczovL3d3dy5lbGRlYmF0ZS5jb20vc2FsdWQteS1iaWVuZXN0YXIvc2FsdWQvMjAyMjEyMDQvcXVlLWRlZ2VuZXJhY2lvbi1tYWN1bGFyLWVuZmVybWVkYWQtZGVzdHJ1eWUtbGVudGFtZW50ZS12aXNpb25fNzI1NjVfYW1wLmh0bWw?oc=5
86,health,27,Sexualidad sana tras el parto - Diario de Ávila,./TextClassification/Datos/Raw_data/health/27.txt,https://news.google.com/__i/rss/rd/articles/CBMibmh0dHBzOi8vd3d3LmRpYXJpb2RlYXZpbGEuZXMvTm90aWNpYS9aM0UwOEEzMDktQkE1Mi1DOEM0LTA2MTQyNkU0RjBEODNCMTEvMjAyMjEyL1NleHVhbGlkYWQtc2FuYS10cmFzLWVsLXBhcnRv0gFyaHR0cHM6Ly93d3cuZGlhcmlvZGVhdmlsYS5lcy9hbXAvbm90aWNpYS96M2UwOGEzMDktYmE1Mi1jOGM0LTA2MTQyNmU0ZjBkODNiMTEvMjAyMjEyL3NleHVhbGlkYWQtc2FuYS10cmFzLWVsLXBhcnRv?oc=5
87,health,28,La marihuana no te hace ser más creativo - Alimente,./TextClassification/Datos/Raw_data/health/28.txt,https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8vd3d3LmFsaW1lbnRlLmVsY29uZmlkZW5jaWFsLmNvbS9iaWVuZXN0YXIvMjAyMi0xMi0wNC9tYXJpaHVhbmEtY2FubmFiaXMtZHJvZ2FzLWNyZWF0aXZpZGFkLW1pdG9zXzM1MjYyMjkv0gEA?oc=5
88,health,29,"Las mascarillas quirúrgicas no son inferiores a las FFP2, según un estudio - El Debate",./TextClassification/Datos/Raw_data/health/29.txt,https://news.google.com/__i/rss/rd/articles/CBMigQFodHRwczovL3d3dy5lbGRlYmF0ZS5jb20vc2FsdWQteS1iaWVuZXN0YXIvc2FsdWQvMjAyMjEyMDQvbWFzY2FyaWxsYXMtcXVpcnVyZ2ljYXMtbm8tc29uLWluZmVyaW9yZXMtZmZwMi1zZWd1bi1lc3R1ZGlvXzc2NzI2Lmh0bWzSAYUBaHR0cHM6Ly93d3cuZWxkZWJhdGUuY29tL3NhbHVkLXktYmllbmVzdGFyL3NhbHVkLzIwMjIxMjA0L21hc2NhcmlsbGFzLXF1aXJ1cmdpY2FzLW5vLXNvbi1pbmZlcmlvcmVzLWZmcDItc2VndW4tZXN0dWRpb183NjcyNl9hbXAuaHRtbA?oc=5
89,health,30,Seis niños mueren en el Reino Unido por un brote de la bacteria “Strep A” - TRT Español,./TextClassification/Datos/Raw_data/health/30.txt,https://news.google.com/__i/rss/rd/articles/CBMihgFodHRwczovL3d3dy50cnQubmV0LnRyL2VzcGFub2wvdmlkYS15LXNhbHVkLzIwMjIvMTIvMDQvc2Vpcy1uaW5vcy1tdWVyZW4tZW4tZWwtcmVpbm8tdW5pZG8tcG9yLXVuLWJyb3RlLWRlLWxhLWJhY3RlcmlhLXN0cmVwLWEtMTkxNDMzN9IBAA?oc=5
